narration_id,start_frame,stop_frame,narration,noun,noun_class,all_nouns,all_noun_classes
P02_129_224,23953,23980,put down spoon,spoon,1,spoon,1
P02_129_225,23974,24006,pick up plate from sink,plate,2,plate,2
P02_129_226,24009,24024,pick up sponge,sponge,9,sponge,9
P02_129_227,24029,24191,sponge plate,plate,2,plate,2
P02_129_228,24196,24232,put down sponge,sponge,9,sponge,9
P02_129_229,24210,24264,open tap,tap,0,tap,0
P02_129_230,24266,24501,rinse plate,plate,2,plate,2
P02_129_231,24491,24535,close tap,tap,0,tap,0
P02_129_232,24537,24609,put plate in drainer,plate,2,plate,2
P02_129_234,24601,24619,pick up sponge,sponge,9,sponge,9
P02_129_236,25056,25087,put down sponge,sponge,9,sponge,9
P02_129_237,25091,25147,open tap,tap,0,tap,0
P02_129_239,25269,25292,close tap,tap,0,tap,0
P02_129_241,25379,25437,pick up sponge,sponge,9,sponge,9
P02_129_243,25466,25512,pour washing liquid from bottle onto sponge,liquid:washing,22,sponge,9
P02_129_245,25532,25575,put down sponge,sponge,9,sponge,9
P02_129_247,25713,25752,pick up spoon,spoon,1,spoon,1
P02_129_248,25755,26236,stir sauce in pan,sauce,47,pan,5
P02_129_250,26322,26398,put down spoon,spoon,1,spoon,1
P02_129_253,26784,26824,pick up sponge,sponge,9,sponge,9
P02_129_254,26799,26826,pick up knife from sink,knife,4,knife,4
P02_129_255,26837,26966,sponge knife,knife,4,knife,4
P02_129_256,26970,26999,pick up knife from sink,knife,4,knife,4
P02_129_257,27022,27107,sponge knife,knife,4,knife,4
P02_129_258,27142,27176,pick up knife from sink,knife,4,knife,4
P02_129_259,27195,27310,sponge knife,knife,4,knife,4
P02_129_26,2524,2558,put spaghetti in pan,spaghetti,45,pan,5
P02_129_260,27319,27348,pick up knife from sink,knife,4,knife,4
P02_129_261,27352,27480,sponge knife,knife,4,knife,4
P02_129_262,27507,27552,pick up knife from top of chopping board,knife,4,knife,4
P02_129_263,27545,27709,sponge knife,knife,4,knife,4
P02_129_264,27706,27756,pick up knife from sink,knife,4,knife,4
P02_129_265,27783,27944,sponge knife,knife,4,knife,4
P02_129_266,27952,27980,put down sponge,sponge,9,sponge,9
P02_129_267,27974,28033,open tap,tap,0,tap,0
P02_129_268,28027,28464,rinse knives,knife,4,knife,4
P02_129_269,28469,28522,close tap,tap,0,tap,0
P02_129_270,28542,28689,put knives in drainer,knife,4,knife,4
P02_129_271,28678,28709,pick up sponge,sponge,9,sponge,9
P02_129_274,29039,29074,put down sponge,sponge,9,sponge,9
P02_129_275,29078,29124,open tap,tap,0,tap,0
P02_129_277,29226,29337,close tap,tap,0,tap,0
P02_129_279,29358,29383,pick up spoon,spoon,1,spoon,1
P02_129_280,29369,29382,pick up sponge,sponge,9,sponge,9
P02_129_281,29387,29545,sponge spoon,spoon,1,spoon,1
P02_129_282,29546,29564,pick up spoon from sink,spoon,1,spoon,1
P02_129_283,29586,29719,sponge spoon,spoon,1,spoon,1
P02_129_284,29724,29751,pick up spoon from sink,spoon,1,spoon,1
P02_129_285,29679,29824,sponge spoon,spoon,1,spoon,1
P02_129_286,30020,30127,pick up knife from sink,knife,4,knife,4
P02_129_287,30131,30288,sponge knife,knife,4,knife,4
P02_129_288,30285,30504,pick up fork from sink,fork,14,fork,14
P02_129_289,30507,30651,sponge fork,fork,14,fork,14
P02_129_290,30652,30693,put down sponge,sponge,9,sponge,9
P02_129_291,30702,30741,open tap,tap,0,tap,0
P02_129_292,30758,30859,rinse fork,fork,14,fork,14
P02_129_293,30839,30877,put fork in drainer,fork,14,fork,14
P02_129_294,30868,30956,rinse knife,knife,4,knife,4
P02_129_295,30927,31018,put knife in drainer,knife,4,knife,4
P02_129_296,31006,31086,rinse spoon,spoon,1,spoon,1
P02_129_297,31091,31120,put spoon in drainer,spoon,1,spoon,1
P02_129_298,31120,31183,rinse spoon,spoon,1,spoon,1
P02_129_299,31185,31233,put spoon in drainer,spoon,1,spoon,1
P02_129_3,330,392,put down pan,pan,5,pan,5
P02_129_30,3160,3229,pick up knife from drainer,knife,4,knife,4
P02_129_300,31224,31276,rinse spoon,spoon,1,spoon,1
P02_129_301,31274,31320,close tap,tap,0,tap,0
P02_129_302,31325,31374,put spoon in drainer,spoon,1,spoon,1
P02_129_305,32101,32126,pick up sponge,sponge,9,sponge,9
P02_129_307,32412,32430,put down sponge,sponge,9,sponge,9
P02_129_308,32439,32492,open tap,tap,0,tap,0
P02_129_310,32661,32699,close tap,tap,0,tap,0
P02_129_312,32780,32818,pick up spoon from sink,spoon,1,spoon,1
P02_129_313,32820,32883,pick up sponge,sponge,9,sponge,9
P02_129_314,32877,33027,sponge spoon,spoon,1,spoon,1
P02_129_315,33040,33062,pick up fork from sink,fork,14,fork,14
P02_129_316,33091,33192,sponge fork,fork,14,fork,14
P02_129_317,33190,33226,pick up spoon from sink,spoon,1,spoon,1
P02_129_318,33225,33352,sponge spoon,spoon,1,spoon,1
P02_129_319,33359,33375,put down sponge,sponge,9,sponge,9
P02_129_32,4084,4149,put down knife,knife,4,knife,4
P02_129_320,33383,33449,open tap,tap,0,tap,0
P02_129_321,33435,33518,rinse spoon,spoon,1,spoon,1
P02_129_322,33533,33555,put spoon in drainer,spoon,1,spoon,1
P02_129_323,33559,33626,rinse fork,fork,14,fork,14
P02_129_324,33631,33670,put fork in drainer,fork,14,fork,14
P02_129_325,33630,33671,rinse spoon,spoon,1,spoon,1
P02_129_326,33675,33700,close tap,tap,0,tap,0
P02_129_327,33703,33745,put spoon in drainer,spoon,1,spoon,1
P02_129_328,33736,33776,pick up sponge,sponge,9,sponge,9
P02_129_330,33805,33858,pour washing liquid from bottle onto sponge,liquid:washing,22,sponge,9
P02_129_332,33893,34018,pick up spoon from sink,spoon,1,spoon,1
P02_129_333,34018,34133,sponge spoon,spoon,1,spoon,1
P02_129_334,34124,34189,pick up spoon from sink,spoon,1,spoon,1
P02_129_335,34203,34315,sponge spoon,spoon,1,spoon,1
P02_129_336,34311,34365,pick up spoon from sink,spoon,1,spoon,1
P02_129_337,34370,34552,sponge spoon,spoon,1,spoon,1
P02_129_338,34694,34720,put down sponge,sponge,9,sponge,9
P02_129_339,34721,34775,open tap,tap,0,tap,0
P02_129_340,34779,34973,rinse spoons,spoon,1,spoon,1
P02_129_341,34954,35019,close tap,tap,0,tap,0
P02_129_342,35027,35089,put spoons in drainer,spoon,1,spoon,1
P02_129_345,35268,35304,pick up spoon,spoon,1,spoon,1
P02_129_346,35317,35844,stir sauce in pan,sauce,47,pan,5
P02_129_347,35840,35909,put down spoon,spoon,1,spoon,1
P02_129_351,36297,36344,open tap,tap,0,tap,0
P02_129_357,37171,37202,close tap,tap,0,tap,0
P02_129_36,4549,4589,open drawer,drawer,8,drawer,8
P02_129_368,38853,38884,clean sink using sponge,sink,63,sponge,9
P02_129_375,39726,39764,open tap,tap,0,tap,0
P02_129_377,39980,40007,close tap,tap,0,tap,0
P02_129_380,40222,40259,pick up spoon,spoon,1,spoon,1
P02_129_381,40267,40821,stir sauce in pan,sauce,47,pan,5
P02_129_382,40849,40891,put down spoon,spoon,1,spoon,1
P02_129_383,40978,41054,open cupboard,cupboard,3,cupboard,3
P02_129_384,41193,41261,open cupboard,cupboard,3,cupboard,3
P02_129_387,41507,41541,close cupboard,cupboard,3,cupboard,3
P02_129_391,42176,42228,open cupboard,cupboard,3,cupboard,3
P02_129_392,42245,42312,open cupboard,cupboard,3,cupboard,3
P02_129_394,42466,42624,close cupboard,cupboard,3,cupboard,3
P02_129_395,42640,42724,close cupboard,cupboard,3,cupboard,3
P02_129_406,43910,43951,open cupboard,cupboard,3,cupboard,3
P02_129_408,44012,44038,close cupboard,cupboard,3,cupboard,3
P02_129_42,4914,4953,pick up knife,knife,4,knife,4
P02_129_43,4986,5030,slide garlic from presser into pan using knife,garlic,51,pan,5
P02_129_43,4986,5030,slide garlic from presser into pan using knife,garlic,51,knife,4
P02_129_447,49072,49097,pick up spoon,spoon,1,spoon,1
P02_129_448,49105,49358,stir sauce in pan,sauce,47,pan,5
P02_129_449,49363,49404,put down spoon,spoon,1,spoon,1
P02_129_459,50909,50957,open cupboard,cupboard,3,cupboard,3
P02_129_460,50979,51091,pick up plate,plate,2,plate,2
P02_129_461,51127,51217,put down plate,plate,2,plate,2
P02_129_462,51389,51442,open fridge,fridge,12,fridge,12
P02_129_464,51498,51529,close fridge,fridge,12,fridge,12
P02_129_465,51542,51583,open drawer,drawer,8,drawer,8
P02_129_466,51597,51646,pick up fork,fork,14,fork,14
P02_129_469,51884,51925,pick up pan,pan,5,pan,5
P02_129_47,5189,5251,slide garlic into pan using knife,garlic,51,pan,5
P02_129_47,5189,5251,slide garlic into pan using knife,garlic,51,knife,4
P02_129_470,51949,52273,pour pasta and tomatoes from pan into plate,pasta,45,pan,5
P02_129_470,51949,52273,pour pasta and tomatoes from pan into plate,pasta,45,plate,2
P02_129_471,52563,52598,put pan in sink,pan,5,pan,5
P02_129_472,52620,52666,put fork in plate,fork,14,fork,14
P02_129_472,52620,52666,put fork in plate,fork,14,plate,2
P02_129_473,52694,52727,open cupboard,cupboard,3,cupboard,3
P02_129_475,52779,52828,close cupboard,cupboard,3,cupboard,3
P02_129_48,5256,5380,slide knife on side of pan,knife,4,knife,4
P02_129_49,5385,5440,put down knife,knife,4,knife,4
P02_129_491,55276,55321,open fridge,fridge,12,fridge,12
P02_129_492,55307,55345,put parmesan cheese in fridge,cheese:parmesan,32,fridge,12
P02_129_493,55341,55372,close fridge,fridge,12,fridge,12
P02_129_494,55521,55594,pick up plate,plate,2,plate,2
P02_129_53,5687,5832,pour olive oil from bottle into pan,oil:olive,31,pan,5
P02_129_56,6139,6172,open fridge,fridge,12,fridge,12
P02_129_58,6350,6400,close fridge,fridge,12,fridge,12
P02_129_6,520,610,open tap,tap,0,tap,0
P02_129_66,7217,7256,put cherry tomato in hand,tomato:cherry,43,hand,11
P02_129_68,7298,7332,put cherry tomato in hand,tomato:cherry,43,hand,11
P02_129_69,7423,7481,open tap,tap,0,tap,0
P02_129_71,7658,7721,close tap,tap,0,tap,0
P02_129_72,7731,7872,shake hands,hand,11,hand,11
P02_129_74,8103,8147,pick up knife,knife,4,knife,4
P02_129_8,813,849,close tap,tap,0,tap,0
P02_129_83,9324,9458,slide cherry tomato halves from chopping board into pan using knife,half:cherry:tomato,43,pan,5
P02_129_83,9324,9458,slide cherry tomato halves from chopping board into pan using knife,half:cherry:tomato,43,knife,4
P02_129_85,9509,9563,put down knife,knife,4,knife,4
P02_129_88,9872,9965,pour salt into pan,salt,38,pan,5
P02_129_90,10018,10130,pour spice from jar into lid,spice,85,lid,6
P02_129_96,10404,10552,pour spice from jar into lid,spice,85,lid,6
P02_129_97,10556,10624,return some spice from lid into jar,spice,85,lid,6
P02_129_98,10641,10709,pour spice from lid into pan,spice,85,lid,6
P02_129_98,10641,10709,pour spice from lid into pan,spice,85,pan,5
P02_130_1,189,231,pick up glass,glass,10,glass,10
P02_130_10,897,915,pick up sponge,sponge,9,sponge,9
P02_130_102,11797,11817,pick up spoon,spoon,1,spoon,1
P02_130_103,11821,12324,pour biscuit powder from food processor bowl into glass,powder:biscuit,104,glass,10
P02_130_104,11960,12330,pour biscuits from glass into bowl,biscuit,104,glass,10
P02_130_104,11960,12330,pour biscuits from glass into bowl,biscuit,104,bowl,7
P02_130_105,12548,12673,put down glass inside bowl,glass,10,glass,10
P02_130_105,12548,12673,put down glass inside bowl,glass,10,bowl,7
P02_130_106,12670,12897,pour biscuits from food processor into glass,biscuit,104,glass,10
P02_130_108,12928,12977,lock bowl,bowl,7,bowl,7
P02_130_11,905,1487,sponge pan,pan,5,pan,5
P02_130_111,13103,13179,put spoon inside glass,spoon,1,spoon,1
P02_130_111,13103,13179,put spoon inside glass,spoon,1,glass,10
P02_130_12,1487,1526,put down sponge,sponge,9,sponge,9
P02_130_13,1531,1581,open tap,tap,0,tap,0
P02_130_134,15405,15438,pick up spoon,spoon,1,spoon,1
P02_130_135,15432,15690,pour biscuits powder from food processor into glass,powder:biscuit,104,glass,10
P02_130_138,15904,15996,pour biscuits powder from glass into bowl,powder:biscuit,104,glass,10
P02_130_138,15904,15996,pour biscuits powder from glass into bowl,powder:biscuit,104,bowl,7
P02_130_139,16016,16080,put down glass,glass,10,glass,10
P02_130_14,1581,1896,rinse pan,pan,5,pan,5
P02_130_140,16079,16343,stir biscuits powder using spoon,powder:biscuit,104,spoon,1
P02_130_141,16326,16352,put down spoon,spoon,1,spoon,1
P02_130_15,1896,1921,pick up sponge,sponge,9,sponge,9
P02_130_153,17575,17621,pick up pan from drainer,pan,5,pan,5
P02_130_154,17620,18101,dry pan using kitchen towel,pan,5,pan,5
P02_130_155,18094,18185,put pan on hob,pan,5,pan,5
P02_130_159,18643,18690,open fridge,fridge,12,fridge,12
P02_130_16,1904,1989,sponge pan,pan,5,pan,5
P02_130_161,18820,18882,close fridge,fridge,12,fridge,12
P02_130_162,18894,18942,open drawer,drawer,8,drawer,8
P02_130_163,18962,19001,pick up knife,knife,4,knife,4
P02_130_164,18995,19025,close drawer,drawer,8,drawer,8
P02_130_17,1982,2011,put down sponge,sponge,9,sponge,9
P02_130_170,19760,20014,cut butter using knife,butter,78,knife,4
P02_130_172,20021,20156,put butter piece inside pan,piece:butter,78,pan,5
P02_130_173,20140,20196,put down knife,knife,4,knife,4
P02_130_178,20680,20730,open fridge,fridge,12,fridge,12
P02_130_179,20722,20774,put butter in fridge,butter,78,fridge,12
P02_130_18,2014,2198,rinse pan,pan,5,pan,5
P02_130_180,20773,20818,close fridge,fridge,12,fridge,12
P02_130_181,20939,20994,open drawer,drawer,8,drawer,8
P02_130_183,21043,21067,close drawer,drawer,8,drawer,8
P02_130_184,21067,21134,move butter inside pan,butter,78,pan,5
P02_130_187,21361,21433,open drawer,drawer,8,drawer,8
P02_130_19,2198,2235,close tap,tap,0,tap,0
P02_130_199,22714,22757,open drawer,drawer,8,drawer,8
P02_130_2,229,314,pour water from filter into glass,water,27,glass,10
P02_130_20,2237,2347,open tap,tap,0,tap,0
P02_130_200,22775,22835,pick up knife,knife,4,knife,4
P02_130_201,22994,23296,remove tin cover using knife,cover:tin,89,knife,4
P02_130_205,23736,23806,put knife inside tin,knife,4,knife,4
P02_130_207,23950,24084,move butter inside pan using wooden spoon,butter,78,pan,5
P02_130_21,2200,2210,rinse pan,pan,5,pan,5
P02_130_210,24516,24569,pick up spoon,spoon,1,spoon,1
P02_130_211,24550,24623,hit spoon on side of bowl,spoon,1,spoon,1
P02_130_213,24792,25118,move butter inside pan,butter,78,pan,5
P02_130_216,25581,25860,move butter inside pan,butter,78,pan,5
P02_130_22,2346,2371,close tap,tap,0,tap,0
P02_130_220,26606,27113,move butter inside pan,butter,78,pan,5
P02_130_224,28493,28526,put down lid,lid,6,lid,6
P02_130_23,2392,2467,put pan in drainer,pan,5,pan,5
P02_130_232,29098,29158,pour cocoa powder into pan using spoon,powder:cocoa,138,pan,5
P02_130_232,29098,29158,pour cocoa powder into pan using spoon,powder:cocoa,138,spoon,1
P02_130_234,29245,29331,pour cocoa powder into pan using spoon,powder:cocoa,138,pan,5
P02_130_234,29245,29331,pour cocoa powder into pan using spoon,powder:cocoa,138,spoon,1
P02_130_236,29414,29434,put down spoon,spoon,1,spoon,1
P02_130_238,29496,29544,move butter and cocoa powder inside pan,butter,78,pan,5
P02_130_239,29595,29627,hold pan,pan,5,pan,5
P02_130_243,33174,33272,remove knife from condensed milk tin,knife,4,knife,4
P02_130_244,33337,33678,pour condensed milk from tin into pan,milk:condensed,64,pan,5
P02_130_245,33681,35113,scrape condensed milk from tin using knife,milk:condensed,64,knife,4
P02_130_248,35274,35417,slide condensed milk from spoon into pan,milk:condensed,64,spoon,1
P02_130_248,35274,35417,slide condensed milk from spoon into pan,milk:condensed,64,pan,5
P02_130_249,35422,35498,put down knife,knife,4,knife,4
P02_130_25,2829,2954,dry hands using towel,hand,11,hand,11
P02_130_250,35492,35980,stir mixture in pan,mixture,71,pan,5
P02_130_251,35659,38950,hold pan,pan,5,pan,5
P02_130_255,39078,40015,stir mixture in pan,mixture,71,pan,5
P02_130_257,40389,40563,stir mixture in pan,mixture,71,pan,5
P02_130_258,40520,41252,hold pan,pan,5,pan,5
P02_130_26,3206,3237,open cupboard,cupboard,3,cupboard,3
P02_130_260,42212,42691,stir mixture in pan,mixture,71,pan,5
P02_130_261,42250,43274,hold pan,pan,5,pan,5
P02_130_265,43565,43815,pick up pan,pan,5,pan,5
P02_130_266,43780,43941,pour chocolate mixture from pan into bowl,mixture:chocolate,71,pan,5
P02_130_266,43780,43941,pour chocolate mixture from pan into bowl,mixture:chocolate,71,bowl,7
P02_130_267,43935,45127,scrape pan using wooden spoon,pan,5,pan,5
P02_130_268,45057,45156,put wooden spoon inside bowl,spoon:wooden,1,bowl,7
P02_130_269,45161,45310,put pan on hop,pan,5,pan,5
P02_130_27,3244,3315,pick up bowls,bowl,7,bowl,7
P02_130_272,45613,45711,hold bowl,bowl,7,bowl,7
P02_130_275,49040,49077,leave wooden spoon in bowl,spoon:wooden,1,bowl,7
P02_130_277,49219,49259,pick up sponge,sponge,9,sponge,9
P02_130_279,49369,49398,put down sponge,sponge,9,sponge,9
P02_130_28,3377,3411,return bowls,bowl,7,bowl,7
P02_130_280,49399,49489,open tap,tap,0,tap,0
P02_130_282,49569,49605,close tap,tap,0,tap,0
P02_130_284,49691,49739,open tap,tap,0,tap,0
P02_130_285,49744,49849,rinse hand,hand,11,hand,11
P02_130_286,49857,49881,close tap,tap,0,tap,0
P02_130_287,49950,50094,dry hands with towel,hand,11,hand,11
P02_130_288,50101,50129,pick up pan,pan,5,pan,5
P02_130_289,50144,50172,put pan in sink,pan,5,pan,5
P02_130_29,3438,3469,close cupboard,cupboard,3,cupboard,3
P02_130_290,50174,50227,open tap,tap,0,tap,0
P02_130_291,50161,50255,soak pan,pan,5,pan,5
P02_130_292,50267,50305,pick up spoon from cocoa powder can,spoon,1,spoon,1
P02_130_293,50372,50417,put spoon in sink,spoon,1,spoon,1
P02_130_294,50443,50496,pick up knife and tin,knife,4,knife,4
P02_130_295,50501,50540,put knife in sink,knife,4,knife,4
P02_130_296,50543,50583,close tap,tap,0,tap,0
P02_130_297,50625,50664,pick up knife,knife,4,knife,4
P02_130_298,50671,50699,put knife in sink,knife,4,knife,4
P02_130_299,50713,50759,pick up lid,lid,6,lid,6
P02_130_301,50828,50864,pick up spoon,spoon,1,spoon,1
P02_130_302,50868,50908,put spoon in sink,spoon,1,spoon,1
P02_130_306,51123,51152,hold bowl,bowl,7,bowl,7
P02_130_31,3617,3710,put down bowl,bowl,7,bowl,7
P02_130_310,51433,51475,open cupboard,cupboard,3,cupboard,3
P02_130_311,51758,51891,remove trays from cupboard,tray,35,cupboard,3
P02_130_312,51905,51951,remove tupperware from cupboard,tupperware,23,cupboard,3
P02_130_314,52122,52210,return trays and tupperware into cupboard,tray,35,cupboard,3
P02_130_317,52404,52477,close cupboard,cupboard,3,cupboard,3
P02_130_32,3788,3840,open cupboard,cupboard,3,cupboard,3
P02_130_33,3861,3902,pick up glass from cupboard,glass,10,glass,10
P02_130_33,3861,3902,pick up glass from cupboard,glass,10,cupboard,3
P02_130_34,3904,3946,close cupboard,cupboard,3,cupboard,3
P02_130_35,4005,4073,put glass down inside bowl,glass,10,glass,10
P02_130_36,4088,4163,open drawer,drawer,8,drawer,8
P02_130_37,4161,4211,pick up spoon,spoon,1,spoon,1
P02_130_38,4214,4264,close drawer,drawer,8,drawer,8
P02_130_39,4284,4324,pick up glass,glass,10,glass,10
P02_130_40,4326,4442,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,glass,10
P02_130_40,4326,4442,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,spoon,1
P02_130_41,4439,4535,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,glass,10
P02_130_41,4439,4535,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,spoon,1
P02_130_42,4435,4549,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,glass,10
P02_130_42,4435,4549,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,spoon,1
P02_130_43,4552,4756,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,glass,10
P02_130_43,4552,4756,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,spoon,1
P02_130_44,4757,4982,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,glass,10
P02_130_44,4757,4982,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,spoon,1
P02_130_47,5536,5642,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,glass,10
P02_130_47,5536,5642,scoop biscuit powder from food processor into glass using spoon,powder:biscuit,104,spoon,1
P02_130_48,5652,5777,scoop biscuits from food processor into glass using spoon,biscuit,104,glass,10
P02_130_48,5652,5777,scoop biscuits from food processor into glass using spoon,biscuit,104,spoon,1
P02_130_49,5779,5920,scoop biscuits from food processor into glass using spoon,biscuit,104,glass,10
P02_130_49,5779,5920,scoop biscuits from food processor into glass using spoon,biscuit,104,spoon,1
P02_130_5,599,649,put down glass,glass,10,glass,10
P02_130_50,6032,6086,put glass down inside bowl,glass,10,glass,10
P02_130_54,6377,6623,pour biscuits from food processor into glass,biscuit,104,glass,10
